datetime,load,solar,wind
2014-12-31 23:00:00+00:00,41987,0,8644
2015-01-01 00:00:00+00:00,40665,0,8814
2015-01-01 01:00:00+00:00,39510,0,9054
2015-01-01 02:00:00+00:00,38537,0,9070
2015-01-01 03:00:00+00:00,38153,0,9164
2015-01-01 04:00:00+00:00,37927,0,9232
2015-01-01 05:00:00+00:00,37921,0,9688
2015-01-01 06:00:00+00:00,39143,0,10331
2015-01-01 07:00:00+00:00,39891,53,10208
2015-01-01 08:00:00+00:00,41618,773,10029
2015-01-01 09:00:00+00:00,43858,2116,10550
2015-01-01 10:00:00+00:00,46208,3364,11390
2015-01-01 11:00:00+00:00,47556,4198,12103
2015-01-01 12:00:00+00:00,46674,3500,12505
2015-01-01 13:00:00+00:00,45923,2279,11921
2015-01-01 14:00:00+00:00,46347,746,11851
2015-01-01 15:00:00+00:00,48230,50,13582
2015-01-01 16:00:00+00:00,51634,0,15436
2015-01-01 17:00:00+00:00,51307,0,16868
2015-01-01 18:00:00+00:00,50138,0,18008
2015-01-01 19:00:00+00:00,47092,0,19181
2015-01-01 20:00:00+00:00,45182,0,20352
2015-01-01 21:00:00+00:00,49365,0,21236
2015-01-01 22:00:00+00:00,46468,0,22083
2015-01-01 23:00:00+00:00,43254,0,22472
2015-01-02 00:00:00+00:00,41608,0,23434
2015-01-02 01:00:00+00:00,40839,0,24248
2015-01-02 02:00:00+00:00,40577,0,25034
2015-01-02 03:00:00+00:00,41364,0,25721
2015-01-02 04:00:00+00:00,43445,0,26172
2015-01-02 05:00:00+00:00,46679,0,26355
2015-01-02 06:00:00+00:00,51275,0,26193
2015-01-02 07:00:00+00:00,55305,38,26590
2015-01-02 08:00:00+00:00,57513,253,25934
2015-01-02 09:00:00+00:00,59351,667,25642
2015-01-02 10:00:00+00:00,60451,1262,25811
2015-01-02 11:00:00+00:00,60104,1726,25642
2015-01-02 12:00:00+00:00,59568,1899,25795
2015-01-02 13:00:00+00:00,58561,1352,25297
2015-01-02 14:00:00+00:00,58012,516,24982
2015-01-02 15:00:00+00:00,59287,45,24720
2015-01-02 16:00:00+00:00,62208,0,24301
2015-01-02 17:00:00+00:00,62007,0,25010
2015-01-02 18:00:00+00:00,59408,0,24783
2015-01-02 19:00:00+00:00,55695,0,24279
2015-01-02 20:00:00+00:00,53446,0,24367
2015-01-02 21:00:00+00:00,51544,0,24546
2015-01-02 22:00:00+00:00,46400,0,24626
2015-01-02 23:00:00+00:00,41444,0,24076
2015-01-03 00:00:00+00:00,39216,0,23277
2015-01-03 01:00:00+00:00,37573,0,22117
2015-01-03 02:00:00+00:00,36665,0,20918
2015-01-03 03:00:00+00:00,36918,0,20291
2015-01-03 04:00:00+00:00,37443,0,20508
2015-01-03 05:00:00+00:00,38926,0,21327
2015-01-03 06:00:00+00:00,41790,0,21946
2015-01-03 07:00:00+00:00,44871,74,22980
2015-01-03 08:00:00+00:00,48258,608,23419
2015-01-03 09:00:00+00:00,50221,1279,23096
2015-01-03 10:00:00+00:00,52668,1700,23230
2015-01-03 11:00:00+00:00,53328,1618,22829
2015-01-03 12:00:00+00:00,52906,1155,21174
2015-01-03 13:00:00+00:00,51660,586,19464
2015-01-03 14:00:00+00:00,51104,194,17468
2015-01-03 15:00:00+00:00,53047,22,16038
2015-01-03 16:00:00+00:00,56014,0,15378
2015-01-03 17:00:00+00:00,55926,0,14448
2015-01-03 18:00:00+00:00,53865,0,12946
2015-01-03 19:00:00+00:00,49932,0,13871
2015-01-03 20:00:00+00:00,48014,0,15216
2015-01-03 21:00:00+00:00,47602,0,15811
2015-01-03 22:00:00+00:00,45492,0,17337
2015-01-03 23:00:00+00:00,42859,0,17864
2015-01-04 00:00:00+00:00,38999,0,18736
2015-01-04 01:00:00+00:00,37130,0,18898
2015-01-04 02:00:00+00:00,36367,0,18966
2015-01-04 03:00:00+00:00,36486,0,19098
2015-01-04 04:00:00+00:00,35879,0,18750
2015-01-04 05:00:00+00:00,35062,0,18627
2015-01-04 06:00:00+00:00,37629,0,17995
2015-01-04 07:00:00+00:00,40608,58,17961
2015-01-04 08:00:00+00:00,43522,974,17248
2015-01-04 09:00:00+00:00,46571,2771,16822
2015-01-04 10:00:00+00:00,50262,4151,16905
2015-01-04 11:00:00+00:00,50389,4579,16848
2015-01-04 12:00:00+00:00,48319,3993,16658
2015-01-04 13:00:00+00:00,47174,2422,16118
2015-01-04 14:00:00+00:00,47092,952,15084
2015-01-04 15:00:00+00:00,49110,84,14160
2015-01-04 16:00:00+00:00,52676,0,13715
2015-01-04 17:00:00+00:00,53326,0,13750
2015-01-04 18:00:00+00:00,51743,0,14250
2015-01-04 19:00:00+00:00,49435,0,14132
2015-01-04 20:00:00+00:00,48114,0,13070
2015-01-04 21:00:00+00:00,48243,0,12458
2015-01-04 22:00:00+00:00,45460,0,12454
2015-01-04 23:00:00+00:00,41878,0,12321
2015-01-05 00:00:00+00:00,39951,0,12279
2015-01-05 01:00:00+00:00,38841,0,12660
2015-01-05 02:00:00+00:00,38772,0,12764
2015-01-05 03:00:00+00:00,39928,0,13546
2015-01-05 04:00:00+00:00,43623,0,14853
2015-01-05 05:00:00+00:00,49624,0,15410
2015-01-05 06:00:00+00:00,55406,0,15314
2015-01-05 07:00:00+00:00,59000,93,15190
2015-01-05 08:00:00+00:00,60326,1058,14611
2015-01-05 09:00:00+00:00,61101,2986,13642
2015-01-05 10:00:00+00:00,62023,4770,12310
2015-01-05 11:00:00+00:00,62199,5870,11118
2015-01-05 12:00:00+00:00,61552,5667,9794
2015-01-05 13:00:00+00:00,60713,4095,7868
2015-01-05 14:00:00+00:00,60059,1788,6205
2015-01-05 15:00:00+00:00,60715,197,5077
2015-01-05 16:00:00+00:00,64298,0,4508
2015-01-05 17:00:00+00:00,64003,0,4236
2015-01-05 18:00:00+00:00,62400,0,3924
2015-01-05 19:00:00+00:00,58231,0,3186
2015-01-05 20:00:00+00:00,55508,0,2638
2015-01-05 21:00:00+00:00,54178,0,2108
2015-01-05 22:00:00+00:00,50028,0,1810
2015-01-05 23:00:00+00:00,46822,0,1492
2015-01-06 00:00:00+00:00,44575,0,1172
2015-01-06 01:00:00+00:00,43518,0,907
2015-01-06 02:00:00+00:00,43582,0,839
2015-01-06 03:00:00+00:00,44122,0,916
2015-01-06 04:00:00+00:00,45607,0,1102
2015-01-06 05:00:00+00:00,49800,0,1433
2015-01-06 06:00:00+00:00,54889,0,1793
2015-01-06 07:00:00+00:00,57149,183,2181
2015-01-06 08:00:00+00:00,58348,2056,2622
2015-01-06 09:00:00+00:00,59850,4694,3064
2015-01-06 10:00:00+00:00,60874,6658,3438
2015-01-06 11:00:00+00:00,60612,7272,3410
2015-01-06 12:00:00+00:00,59724,6350,3773
2015-01-06 13:00:00+00:00,58414,3958,4348
2015-01-06 14:00:00+00:00,58117,1554,5190
2015-01-06 15:00:00+00:00,59393,163,6674
2015-01-06 16:00:00+00:00,63384,0,8121
2015-01-06 17:00:00+00:00,63643,0,9376
2015-01-06 18:00:00+00:00,62652,0,9575
2015-01-06 19:00:00+00:00,59076,0,9715
2015-01-06 20:00:00+00:00,56322,0,9264
2015-01-06 21:00:00+00:00,54394,0,9666
2015-01-06 22:00:00+00:00,50180,0,9525
2015-01-06 23:00:00+00:00,46416,0,9127
2015-01-07 00:00:00+00:00,44132,0,8514
2015-01-07 01:00:00+00:00,43290,0,8188
2015-01-07 02:00:00+00:00,43507,0,8711
2015-01-07 03:00:00+00:00,44237,0,8754
2015-01-07 04:00:00+00:00,47373,0,8452
2015-01-07 05:00:00+00:00,55610,0,8458
2015-01-07 06:00:00+00:00,62328,0,8066
2015-01-07 07:00:00+00:00,64978,50,7725
2015-01-07 08:00:00+00:00,65572,609,7299
2015-01-07 09:00:00+00:00,66810,1812,7114
2015-01-07 10:00:00+00:00,67493,3060,7229
2015-01-07 11:00:00+00:00,67195,3777,7460
2015-01-07 12:00:00+00:00,66554,3715,7776
2015-01-07 13:00:00+00:00,65302,2800,7330
2015-01-07 14:00:00+00:00,64682,1156,7096
2015-01-07 15:00:00+00:00,65305,134,7546
2015-01-07 16:00:00+00:00,68539,0,8698
2015-01-07 17:00:00+00:00,68348,0,10209
2015-01-07 18:00:00+00:00,66643,0,11382
2015-01-07 19:00:00+00:00,63117,0,12803
2015-01-07 20:00:00+00:00,60308,0,14010
2015-01-07 21:00:00+00:00,58367,0,14561
2015-01-07 22:00:00+00:00,54069,0,14790
2015-01-07 23:00:00+00:00,50526,0,15037
2015-01-08 00:00:00+00:00,48193,0,15807
2015-01-08 01:00:00+00:00,47376,0,16449
2015-01-08 02:00:00+00:00,47375,0,16695
2015-01-08 03:00:00+00:00,48351,0,16787
2015-01-08 04:00:00+00:00,50888,0,16751
2015-01-08 05:00:00+00:00,58294,0,17496
2015-01-08 06:00:00+00:00,65504,0,18076
2015-01-08 07:00:00+00:00,68496,56,18039
2015-01-08 08:00:00+00:00,68716,446,18177
2015-01-08 09:00:00+00:00,69317,1082,18094
2015-01-08 10:00:00+00:00,70214,1738,17924
2015-01-08 11:00:00+00:00,69133,2062,17248
2015-01-08 12:00:00+00:00,67936,1702,16602
2015-01-08 13:00:00+00:00,66639,1039,16519
2015-01-08 14:00:00+00:00,66640,414,15882
2015-01-08 15:00:00+00:00,66966,58,16707
2015-01-08 16:00:00+00:00,69119,0,16975
2015-01-08 17:00:00+00:00,68204,0,18202
2015-01-08 18:00:00+00:00,66654,0,19836
2015-01-08 19:00:00+00:00,62678,0,21336
2015-01-08 20:00:00+00:00,59300,0,22571
2015-01-08 21:00:00+00:00,57798,0,22748
2015-01-08 22:00:00+00:00,53177,0,22910
2015-01-08 23:00:00+00:00,48681,0,22489
2015-01-09 00:00:00+00:00,46477,0,22208
2015-01-09 01:00:00+00:00,45143,0,22584
2015-01-09 02:00:00+00:00,45578,0,23691
2015-01-09 03:00:00+00:00,46997,0,25057
2015-01-09 04:00:00+00:00,50850,0,26414
2015-01-09 05:00:00+00:00,58594,0,27400
2015-01-09 06:00:00+00:00,66132,0,28102
2015-01-09 07:00:00+00:00,69857,54,28930
2015-01-09 08:00:00+00:00,70365,421,29704
2015-01-09 09:00:00+00:00,71224,974,29755
2015-01-09 10:00:00+00:00,71492,1399,29097
2015-01-09 11:00:00+00:00,70469,1473,29389
2015-01-09 12:00:00+00:00,69271,1235,29671
2015-01-09 13:00:00+00:00,67918,870,29948
2015-01-09 14:00:00+00:00,67570,351,30155
2015-01-09 15:00:00+00:00,68830,46,30152
2015-01-09 16:00:00+00:00,71338,0,29928
2015-01-09 17:00:00+00:00,70458,0,28857
2015-01-09 18:00:00+00:00,67255,0,27611
2015-01-09 19:00:00+00:00,62953,0,26129
2015-01-09 20:00:00+00:00,59499,0,23946
2015-01-09 21:00:00+00:00,55726,0,21900
2015-01-09 22:00:00+00:00,51943,0,21036
2015-01-09 23:00:00+00:00,47752,0,20066
2015-01-10 00:00:00+00:00,46171,0,20244
2015-01-10 01:00:00+00:00,44622,0,20546
2015-01-10 02:00:00+00:00,44255,0,21921
2015-01-10 03:00:00+00:00,44399,0,23217
2015-01-10 04:00:00+00:00,44393,0,24259
2015-01-10 05:00:00+00:00,45501,0,26163
2015-01-10 06:00:00+00:00,49037,0,27333
2015-01-10 07:00:00+00:00,53447,54,28275
2015-01-10 08:00:00+00:00,56848,550,28572
2015-01-10 09:00:00+00:00,58286,2018,28972
2015-01-10 10:00:00+00:00,59968,4231,29416
2015-01-10 11:00:00+00:00,60355,5278,29437
2015-01-10 12:00:00+00:00,58690,4540,29058
2015-01-10 13:00:00+00:00,57123,2758,28893
2015-01-10 14:00:00+00:00,55596,962,28517
2015-01-10 15:00:00+00:00,56866,86,28528
2015-01-10 16:00:00+00:00,60660,0,28306
2015-01-10 17:00:00+00:00,60838,0,27903
2015-01-10 18:00:00+00:00,58432,0,27538
2015-01-10 19:00:00+00:00,54422,0,26991
2015-01-10 20:00:00+00:00,52178,0,26413
2015-01-10 21:00:00+00:00,51568,0,25282
2015-01-10 22:00:00+00:00,48369,0,24714
2015-01-10 23:00:00+00:00,44559,0,24177
2015-01-11 00:00:00+00:00,42037,0,23990
2015-01-11 01:00:00+00:00,40722,0,23304
2015-01-11 02:00:00+00:00,40223,0,23096
2015-01-11 03:00:00+00:00,40556,0,23358
2015-01-11 04:00:00+00:00,40160,0,23626
2015-01-11 05:00:00+00:00,39316,0,24642
2015-01-11 06:00:00+00:00,41116,0,25338
2015-01-11 07:00:00+00:00,44546,124,26314
2015-01-11 08:00:00+00:00,47990,1074,26486
2015-01-11 09:00:00+00:00,51722,2468,27234
2015-01-11 10:00:00+00:00,54899,3410,27728
2015-01-11 11:00:00+00:00,55157,4121,28164
2015-01-11 12:00:00+00:00,53545,3981,28334
2015-01-11 13:00:00+00:00,52584,3024,28516
2015-01-11 14:00:00+00:00,52181,1425,28205
2015-01-11 15:00:00+00:00,53382,180,27910
2015-01-11 16:00:00+00:00,58218,4,28319
2015-01-11 17:00:00+00:00,59249,0,28254
2015-01-11 18:00:00+00:00,57556,0,28342
2015-01-11 19:00:00+00:00,54337,0,27719
2015-01-11 20:00:00+00:00,52475,0,26744
2015-01-11 21:00:00+00:00,53009,0,25379
2015-01-11 22:00:00+00:00,49464,0,24797
2015-01-11 23:00:00+00:00,46324,0,24580
2015-01-12 00:00:00+00:00,44506,0,24303
2015-01-12 01:00:00+00:00,43870,0,23316
2015-01-12 02:00:00+00:00,43792,0,22426
2015-01-12 03:00:00+00:00,45262,0,22173
2015-01-12 04:00:00+00:00,49645,0,22966
2015-01-12 05:00:00+00:00,58843,0,24759
2015-01-12 06:00:00+00:00,66966,0,25598
2015-01-12 07:00:00+00:00,70189,82,26158
2015-01-12 08:00:00+00:00,70007,556,26580
2015-01-12 09:00:00+00:00,71741,1418,27864
2015-01-12 10:00:00+00:00,73242,2113,28664
2015-01-12 11:00:00+00:00,72823,2350,28914
2015-01-12 12:00:00+00:00,72199,2238,29012
2015-01-12 13:00:00+00:00,71189,1486,28920
2015-01-12 14:00:00+00:00,70039,640,28964
2015-01-12 15:00:00+00:00,70279,140,28393
2015-01-12 16:00:00+00:00,72125,2,27912
2015-01-12 17:00:00+00:00,72070,0,27769
2015-01-12 18:00:00+00:00,70229,0,28101
2015-01-12 19:00:00+00:00,65706,0,28060
2015-01-12 20:00:00+00:00,62549,0,27658
2015-01-12 21:00:00+00:00,59502,0,26143
2015-01-12 22:00:00+00:00,54211,0,24408
2015-01-12 23:00:00+00:00,49979,0,22772
2015-01-13 00:00:00+00:00,47777,0,21348
2015-01-13 01:00:00+00:00,46721,0,20290
2015-01-13 02:00:00+00:00,46691,0,20158
2015-01-13 03:00:00+00:00,48905,0,20926
2015-01-13 04:00:00+00:00,52462,0,21995
2015-01-13 05:00:00+00:00,59379,0,23468
2015-01-13 06:00:00+00:00,66891,0,24427
2015-01-13 07:00:00+00:00,68870,516,25374
2015-01-13 08:00:00+00:00,68400,3431,25192
2015-01-13 09:00:00+00:00,68338,6927,25284
2015-01-13 10:00:00+00:00,68752,9543,25051
2015-01-13 11:00:00+00:00,68187,10623,24224
2015-01-13 12:00:00+00:00,67442,9433,22924
2015-01-13 13:00:00+00:00,65406,6588,22135
2015-01-13 14:00:00+00:00,65424,2898,21598
2015-01-13 15:00:00+00:00,65910,320,20710
2015-01-13 16:00:00+00:00,69273,3,19791
2015-01-13 17:00:00+00:00,68702,0,19298
2015-01-13 18:00:00+00:00,66051,0,18778
2015-01-13 19:00:00+00:00,61526,0,17764
2015-01-13 20:00:00+00:00,58663,0,18305
2015-01-13 21:00:00+00:00,56608,0,18439
2015-01-13 22:00:00+00:00,52389,0,17690
2015-01-13 23:00:00+00:00,47894,0,16564
2015-01-14 00:00:00+00:00,45224,0,15740
2015-01-14 01:00:00+00:00,43702,0,14702
2015-01-14 02:00:00+00:00,44227,0,14770
2015-01-14 03:00:00+00:00,45963,0,15447
2015-01-14 04:00:00+00:00,50021,0,16940
2015-01-14 05:00:00+00:00,58197,0,18838
2015-01-14 06:00:00+00:00,66118,0,21318
2015-01-14 07:00:00+00:00,68911,165,22070
2015-01-14 08:00:00+00:00,68256,1341,21946
2015-01-14 09:00:00+00:00,69626,3027,21384
2015-01-14 10:00:00+00:00,69926,3712,21012
2015-01-14 11:00:00+00:00,68689,3482,20699
2015-01-14 12:00:00+00:00,67969,3150,19065
2015-01-14 13:00:00+00:00,66644,2195,16710
2015-01-14 14:00:00+00:00,65780,894,14665
2015-01-14 15:00:00+00:00,66111,136,14448
2015-01-14 16:00:00+00:00,69174,3,14364
2015-01-14 17:00:00+00:00,67966,0,14342
2015-01-14 18:00:00+00:00,66532,0,14374
2015-01-14 19:00:00+00:00,62618,0,14883
2015-01-14 20:00:00+00:00,59407,0,15074
2015-01-14 21:00:00+00:00,57203,0,15000
2015-01-14 22:00:00+00:00,53474,0,14668
2015-01-14 23:00:00+00:00,49686,0,14527
2015-01-15 00:00:00+00:00,47749,0,14660
2015-01-15 01:00:00+00:00,46978,0,15388
2015-01-15 02:00:00+00:00,47478,0,16880
2015-01-15 03:00:00+00:00,48564,0,18634
2015-01-15 04:00:00+00:00,51779,0,20540
2015-01-15 05:00:00+00:00,59454,0,22670
2015-01-15 06:00:00+00:00,66237,0,23729
2015-01-15 07:00:00+00:00,69251,156,24792
2015-01-15 08:00:00+00:00,69049,965,25156
2015-01-15 09:00:00+00:00,70087,2364,25604
2015-01-15 10:00:00+00:00,71367,3469,25904
2015-01-15 11:00:00+00:00,70490,3589,26189
2015-01-15 12:00:00+00:00,69658,3194,25360
2015-01-15 13:00:00+00:00,68272,2231,24938
2015-01-15 14:00:00+00:00,67488,1010,24876
2015-01-15 15:00:00+00:00,67382,172,24851
2015-01-15 16:00:00+00:00,69941,6,24740
2015-01-15 17:00:00+00:00,69342,0,25439
2015-01-15 18:00:00+00:00,68143,0,26234
2015-01-15 19:00:00+00:00,64399,0,25816
2015-01-15 20:00:00+00:00,61048,0,25149
2015-01-15 21:00:00+00:00,58223,0,23866
2015-01-15 22:00:00+00:00,53518,0,23076
2015-01-15 23:00:00+00:00,49927,0,21980
2015-01-16 00:00:00+00:00,47116,0,21120
2015-01-16 01:00:00+00:00,45559,0,21068
2015-01-16 02:00:00+00:00,47119,0,20426
2015-01-16 03:00:00+00:00,49165,0,19524
2015-01-16 04:00:00+00:00,52740,0,18648
2015-01-16 05:00:00+00:00,60040,0,17530
2015-01-16 06:00:00+00:00,67144,0,16527
2015-01-16 07:00:00+00:00,69109,292,15430
2015-01-16 08:00:00+00:00,68231,1737,13552
2015-01-16 09:00:00+00:00,68502,3488,12074
2015-01-16 10:00:00+00:00,68739,4690,10710
2015-01-16 11:00:00+00:00,67506,4721,8944
2015-01-16 12:00:00+00:00,65920,3852,7502
2015-01-16 13:00:00+00:00,63975,2642,5676
2015-01-16 14:00:00+00:00,62889,1215,4294
2015-01-16 15:00:00+00:00,63198,176,3699
2015-01-16 16:00:00+00:00,66336,4,4124
2015-01-16 17:00:00+00:00,65858,0,4320
2015-01-16 18:00:00+00:00,63726,0,4382
2015-01-16 19:00:00+00:00,59494,0,4206
2015-01-16 20:00:00+00:00,56086,0,4166
2015-01-16 21:00:00+00:00,53800,0,3891
2015-01-16 22:00:00+00:00,49893,0,3666
2015-01-16 23:00:00+00:00,46568,0,3850
2015-01-17 00:00:00+00:00,43991,0,4134
2015-01-17 01:00:00+00:00,42916,0,4536
2015-01-17 02:00:00+00:00,42647,0,4863
2015-01-17 03:00:00+00:00,42754,0,5188
2015-01-17 04:00:00+00:00,42439,0,5365
2015-01-17 05:00:00+00:00,43168,0,5589
2015-01-17 06:00:00+00:00,46932,0,5764
2015-01-17 07:00:00+00:00,50985,92,6302
2015-01-17 08:00:00+00:00,54019,917,6179
2015-01-17 09:00:00+00:00,55764,2494,5621
2015-01-17 10:00:00+00:00,56865,4013,5094
2015-01-17 11:00:00+00:00,56167,4695,5023
2015-01-17 12:00:00+00:00,53979,4342,5366
2015-01-17 13:00:00+00:00,52632,3117,5294
2015-01-17 14:00:00+00:00,51884,1478,4416
2015-01-17 15:00:00+00:00,52632,253,4227
2015-01-17 16:00:00+00:00,56941,4,5131
2015-01-17 17:00:00+00:00,57997,0,6379
2015-01-17 18:00:00+00:00,56134,0,6909
2015-01-17 19:00:00+00:00,52061,0,6898
2015-01-17 20:00:00+00:00,49753,0,7364
2015-01-17 21:00:00+00:00,49063,0,7493
2015-01-17 22:00:00+00:00,46017,0,7268
2015-01-17 23:00:00+00:00,43223,0,7316
2015-01-18 00:00:00+00:00,41585,0,7422
2015-01-18 01:00:00+00:00,40079,0,7366
2015-01-18 02:00:00+00:00,39750,0,7700
2015-01-18 03:00:00+00:00,39639,0,7838
2015-01-18 04:00:00+00:00,39004,0,7746
2015-01-18 05:00:00+00:00,37940,0,7589
2015-01-18 06:00:00+00:00,39914,0,7844
2015-01-18 07:00:00+00:00,42387,250,7291
2015-01-18 08:00:00+00:00,45460,1890,6644
2015-01-18 09:00:00+00:00,48180,4117,5866
2015-01-18 10:00:00+00:00,50796,5860,5230
2015-01-18 11:00:00+00:00,50911,6597,4785
2015-01-18 12:00:00+00:00,48859,5981,4182
2015-01-18 13:00:00+00:00,47602,4297,3714
2015-01-18 14:00:00+00:00,47460,1987,3351
2015-01-18 15:00:00+00:00,48007,276,3233
2015-01-18 16:00:00+00:00,53251,6,3478
2015-01-18 17:00:00+00:00,54899,0,3990
2015-01-18 18:00:00+00:00,53503,0,4124
2015-01-18 19:00:00+00:00,51039,0,3977
2015-01-18 20:00:00+00:00,49698,0,3834
2015-01-18 21:00:00+00:00,50326,0,3607
2015-01-18 22:00:00+00:00,47518,0,3378
2015-01-18 23:00:00+00:00,44377,0,3028
2015-01-19 00:00:00+00:00,42741,0,2542
2015-01-19 01:00:00+00:00,42217,0,2111
2015-01-19 02:00:00+00:00,42662,0,1746
2015-01-19 03:00:00+00:00,43965,0,1425
2015-01-19 04:00:00+00:00,47643,0,1256
2015-01-19 05:00:00+00:00,56635,0,1345
2015-01-19 06:00:00+00:00,64647,0,1539
2015-01-19 07:00:00+00:00,67153,293,1631
2015-01-19 08:00:00+00:00,67619,1552,1465
2015-01-19 09:00:00+00:00,68361,3178,1201
2015-01-19 10:00:00+00:00,68988,4473,908
2015-01-19 11:00:00+00:00,68481,4874,769
2015-01-19 12:00:00+00:00,68159,4487,742
2015-01-19 13:00:00+00:00,67372,3146,722
2015-01-19 14:00:00+00:00,66654,1436,811
2015-01-19 15:00:00+00:00,66240,238,990
2015-01-19 16:00:00+00:00,69214,6,1182
2015-01-19 17:00:00+00:00,69121,0,1311
2015-01-19 18:00:00+00:00,67480,0,1306
2015-01-19 19:00:00+00:00,63275,0,1301
2015-01-19 20:00:00+00:00,59946,0,1336
2015-01-19 21:00:00+00:00,57361,0,1354
2015-01-19 22:00:00+00:00,52796,0,1341
2015-01-19 23:00:00+00:00,49522,0,1287
2015-01-20 00:00:00+00:00,47307,0,1195
2015-01-20 01:00:00+00:00,46259,0,1176
2015-01-20 02:00:00+00:00,46726,0,1094
2015-01-20 03:00:00+00:00,47733,0,972
2015-01-20 04:00:00+00:00,50818,0,898
2015-01-20 05:00:00+00:00,58543,0,856
2015-01-20 06:00:00+00:00,65737,0,866
2015-01-20 07:00:00+00:00,68358,94,848
2015-01-20 08:00:00+00:00,68479,628,756
2015-01-20 09:00:00+00:00,69573,1229,606
2015-01-20 10:00:00+00:00,70188,1780,472
2015-01-20 11:00:00+00:00,69951,2210,368
2015-01-20 12:00:00+00:00,69389,2183,338
2015-01-20 13:00:00+00:00,68401,1653,374
2015-01-20 14:00:00+00:00,67827,843,386
2015-01-20 15:00:00+00:00,67091,164,389
2015-01-20 16:00:00+00:00,70059,6,460
2015-01-20 17:00:00+00:00,69736,0,523
2015-01-20 18:00:00+00:00,67918,0,539
2015-01-20 19:00:00+00:00,63902,0,564
2015-01-20 20:00:00+00:00,60385,0,694
2015-01-20 21:00:00+00:00,57421,0,720
2015-01-20 22:00:00+00:00,53421,0,791
2015-01-20 23:00:00+00:00,49633,0,852
2015-01-21 00:00:00+00:00,47415,0,840
2015-01-21 01:00:00+00:00,46563,0,871
2015-01-21 02:00:00+00:00,46751,0,896
2015-01-21 03:00:00+00:00,47699,0,926
2015-01-21 04:00:00+00:00,50897,0,1059
2015-01-21 05:00:00+00:00,58705,0,1254
2015-01-21 06:00:00+00:00,65603,0,1438
2015-01-21 07:00:00+00:00,67883,178,1632
2015-01-21 08:00:00+00:00,68240,1305,1697
2015-01-21 09:00:00+00:00,69101,2662,1451
2015-01-21 10:00:00+00:00,69356,3937,1282
2015-01-21 11:00:00+00:00,68714,4720,1139
2015-01-21 12:00:00+00:00,68429,4370,1205
2015-01-21 13:00:00+00:00,67854,3081,1330
2015-01-21 14:00:00+00:00,67211,1562,1624
2015-01-21 15:00:00+00:00,66849,300,2188
2015-01-21 16:00:00+00:00,69968,6,2758
2015-01-21 17:00:00+00:00,70328,0,3368
2015-01-21 18:00:00+00:00,68588,0,3831
2015-01-21 19:00:00+00:00,64275,0,3939
2015-01-21 20:00:00+00:00,60926,0,3963
2015-01-21 21:00:00+00:00,58431,0,3996
2015-01-21 22:00:00+00:00,54187,0,3994
2015-01-21 23:00:00+00:00,50684,0,3684
2015-01-22 00:00:00+00:00,48729,0,3478
2015-01-22 01:00:00+00:00,47657,0,3378
2015-01-22 02:00:00+00:00,47519,0,3330
2015-01-22 03:00:00+00:00,48292,0,3432
2015-01-22 04:00:00+00:00,51285,0,3662
2015-01-22 05:00:00+00:00,58920,0,3647
2015-01-22 06:00:00+00:00,66257,0,3513
2015-01-22 07:00:00+00:00,68707,152,3376
2015-01-22 08:00:00+00:00,68878,856,3080
2015-01-22 09:00:00+00:00,69917,1748,2679
2015-01-22 10:00:00+00:00,70784,2434,2349
2015-01-22 11:00:00+00:00,70252,2472,2058
2015-01-22 12:00:00+00:00,69785,2123,1952
2015-01-22 13:00:00+00:00,69331,1520,1909
2015-01-22 14:00:00+00:00,68720,683,1898
2015-01-22 15:00:00+00:00,68001,125,2003
2015-01-22 16:00:00+00:00,70120,6,2216
2015-01-22 17:00:00+00:00,70012,0,2354
2015-01-22 18:00:00+00:00,68233,0,2300
2015-01-22 19:00:00+00:00,64391,0,2174
2015-01-22 20:00:00+00:00,61030,0,2105
2015-01-22 21:00:00+00:00,58649,0,1935
2015-01-22 22:00:00+00:00,54285,0,1800
2015-01-22 23:00:00+00:00,50468,0,1666
2015-01-23 00:00:00+00:00,48414,0,1567
2015-01-23 01:00:00+00:00,47354,0,1488
2015-01-23 02:00:00+00:00,47701,0,1474
2015-01-23 03:00:00+00:00,48694,0,1512
2015-01-23 04:00:00+00:00,51365,0,1424
2015-01-23 05:00:00+00:00,58458,0,1420
2015-01-23 06:00:00+00:00,65550,0,1394
2015-01-23 07:00:00+00:00,67899,47,1260
2015-01-23 08:00:00+00:00,67965,350,1049
2015-01-23 09:00:00+00:00,68975,818,922
2015-01-23 10:00:00+00:00,69303,1275,830
2015-01-23 11:00:00+00:00,68673,1485,795
2015-01-23 12:00:00+00:00,67528,1401,812
2015-01-23 13:00:00+00:00,66275,1024,827
2015-01-23 14:00:00+00:00,65528,508,872
2015-01-23 15:00:00+00:00,65568,100,1021
2015-01-23 16:00:00+00:00,68452,7,1071
2015-01-23 17:00:00+00:00,68292,0,1202
2015-01-23 18:00:00+00:00,65939,0,1456
2015-01-23 19:00:00+00:00,61886,0,1936
2015-01-23 20:00:00+00:00,58756,0,2625
2015-01-23 21:00:00+00:00,57115,0,3296
2015-01-23 22:00:00+00:00,54342,0,3925
2015-01-23 23:00:00+00:00,51485,0,4412
2015-01-24 00:00:00+00:00,48828,0,4819
2015-01-24 01:00:00+00:00,49604,0,5542
